"","Study_ID","filename","PFAS","tissue","species","software","ln_PFOS_mean","ln_PFDA_mean","ln_PFUnDA_mean","ln_PFDoDA_mean","ln_PFTrDA_mean","ln_FOSA_mean","delta_15N_mean","ln_62ClPFESA_mean","ln_82ClPFESA_mean","ln_102ClPFESA_mean","ln_103FTCA_mean"
"14","S_059","Jiao_2023","PFDoDA","gill","species 4",NA,NA,NA,NA,1.335078534,NA,NA,12.38052802,NA,NA,NA,NA
"15","S_059","Jiao_2023","PFDoDA","gill","species 5",NA,NA,NA,NA,2.591623037,NA,NA,11.88852995,NA,NA,NA,NA
"16","S_059","Jiao_2023","PFDoDA","gill","species 6",NA,NA,NA,NA,3.193717277,NA,NA,13.09633879,NA,NA,NA,NA
"17","S_059","Jiao_2023","PFDoDA","gill","species 7",NA,NA,NA,NA,3.35078534,NA,NA,13.59334967,NA,NA,NA,NA
"18","S_059","Jiao_2023","PFDoDA","gill","species 8",NA,NA,NA,NA,2.591623037,NA,NA,14.51264342,NA,NA,NA,NA
"19","S_059","Jiao_2023","PFDoDA","gill","species 9",NA,NA,NA,NA,2.460732984,NA,NA,14.15756934,NA,NA,NA,NA
"20","S_059","Jiao_2023","PFTrDA","gill","species 1",NA,NA,NA,NA,NA,3.285198836,NA,7.975768322,NA,NA,NA,NA
"21","S_059","Jiao_2023","PFTrDA","gill","species 2",NA,NA,NA,NA,NA,2.190551388,NA,11.64499606,NA,NA,NA,NA
"22","S_059","Jiao_2023","PFTrDA","gill","species 3",NA,NA,NA,NA,NA,2.441979032,NA,12.35914106,NA,NA,NA,NA
"23","S_059","Jiao_2023","PFTrDA","gill","species 4",NA,NA,NA,NA,NA,3.683992811,NA,11.86662727,NA,NA,NA,NA
"24","S_059","Jiao_2023","PFTrDA","gill","species 5",NA,NA,NA,NA,NA,3.927276525,NA,14.1321907,NA,NA,NA,NA
"25","S_059","Jiao_2023","PFTrDA","gill","species 6",NA,NA,NA,NA,NA,3.688775753,NA,14.42769898,NA,NA,NA,NA
"26","S_059","Jiao_2023","PFTrDA","gill","species 7",NA,NA,NA,NA,NA,3.696014801,NA,13.04866036,NA,NA,NA,NA
"27","S_059","Jiao_2023","PFTrDA","gill","species 8",NA,NA,NA,NA,NA,3.948605863,NA,13.54117415,NA,NA,NA,NA
"28","S_059","Jiao_2023","82ClPFESA","gill","species 1",NA,NA,NA,NA,NA,NA,NA,7.952261307,NA,3.848263254,NA,NA
"29","S_059","Jiao_2023","82ClPFESA","gill","species 2",NA,NA,NA,NA,NA,NA,NA,11.72110553,NA,-0.246800731,NA,NA
"30","S_059","Jiao_2023","82ClPFESA","gill","species 3",NA,NA,NA,NA,NA,NA,NA,12.42462312,NA,0.155393053,NA,NA
"31","S_059","Jiao_2023","82ClPFESA","gill","species 4",NA,NA,NA,NA,NA,NA,NA,11.8718593,NA,0.813528336,NA,NA
"32","S_059","Jiao_2023","82ClPFESA","gill","species 5",NA,NA,NA,NA,NA,NA,NA,13.07788945,NA,3.683729433,NA,NA
"33","S_059","Jiao_2023","82ClPFESA","gill","species 6",NA,NA,NA,NA,NA,NA,NA,13.63065327,NA,3.811700183,NA,NA
"34","S_059","Jiao_2023","82ClPFESA","gill","species 7",NA,NA,NA,NA,NA,NA,NA,13.22864322,NA,2.129798903,NA,NA
"35","S_059","Jiao_2023","82ClPFESA","gill","species 8",NA,NA,NA,NA,NA,NA,NA,14.56030151,NA,1.727605119,NA,NA
"36","S_059","Jiao_2023","82ClPFESA","gill","species 9",NA,NA,NA,NA,NA,NA,NA,14.20854271,NA,1.416819013,NA,NA
